OCCORRENZE,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,TOT,MOTIVO_ALLARME,note_operatore,flag_rischio
voli investigati,fco,ist,2024-01-28 13:05:00,roma,istanbul,turchia,5,1,interpol,,
voli con allarmi,fco,jfk,2024-01-04 21:00:00,roma,new york,stati uniti,5,1,interpol,,
esito negativo,cia,stn,2024-01-12 06:20:00,roma,londra,regno unito,5,,nsis,,
voli disponibili,vce,lhr,2024-01-21 13:05:00,venezia,londra,regno unito,4,1,,,
esito negativo,fco,jfk,2024-02-10 19:45:00,roma,new york,stati uniti,5,1,,,
voli investigati,bgy,tia,2024-01-14 12:10:00,bergamo,tirana,albania,2,2,tsc,,
esito negativo,fco,wnz,2024-01-11 11:00:00,roma,wenzhou,cina,5,4,,,
voli solo visualizzati,fco,tia,2024-01-11 15:05:00,roma,tirana,albania,5,1,tsc,,
voli investigati,blq,ist,2024-02-05 13:00:00,bologna,istanbul,turchia,8,1,,,
viaggiatori con allarmi,fco,lhr,2024-02-09 19:10:00,roma,londra,regno unito,5,3,manuale,,
viaggiatori entrati,cia,stn,2024-02-11 17:50:00,roma,londra,regno unito,5,182,interpol,,
allarmi generati,fco,gig,2024-02-08 00:00:00,roma,rio de janeiro,brasile,5,1,,,alto
allarmi generati,cta,tia,2024-02-05 12:55:00,catania,tirana,albania,7,8,manuale,,
viaggiatori investigati,mxp,doh,2024-01-14 02:20:00,milano,doha,qatar,2,276,,,
viaggiatori entrati,fco,hnd,2024-02-23 13:20:00,roma,tokyo,giappone,5,293,sdi,,
voli solo visualizzati,bgy,lgw,2024-01-07 06:50:00,bergamo,londra,regno unito,2,1,nsis,,
allarmi generati,vce,dwc,2024-02-14 10:38:00,venezia,dubai,emirati arabi uniti,4,1,interpol,,
voli con allarmi,mxp,ist,2024-02-16 16:10:00,milano,istanbul,turchia,2,1,interpol,,
viaggiatori con allarmi,mxp,beg,2024-01-01 18:00:00,milano,belgrado,serbia,2,4,,,
viaggiatori con allarmi,bgy,tia,2024-01-20 08:20:00,bergamo,tirana,albania,2,14,interpol,,
voli investigati,cta,stn,2024-01-10 14:35:00,catania,londra,regno unito,7,1,,,
voli con allarmi,nap,ist,2024-02-17 17:55:00,napoli,istanbul,turchia,6,1,nsis,,
viaggiatori investigati,mxp,auh,2024-01-19 14:45:00,milano,abu dhabi,emirati arabi uniti,2,279,manuale,,
viaggiatori entrati,fco,dmm,2024-02-17 20:40:00,roma,dammam,arabia saudita,5,205,tsc,,
voli disponibili,fco,beg,2024-02-15 00:00:00,roma,belgrado,serbia,5,1,,,
voli solo visualizzati,bgy,saw,2024-02-28 10:35:00,bergamo,istanbul,turchia,2,1,tsc,,
voli investigati,mxp,ssh,2024-02-25 13:10:00,milano,sharm el sheikh,egitto,2,1,manuale,,
viaggiatori entrati,mxp,cai,2024-01-01 10:00:00,milano,cairo,egitto,2,155,nsis,,
allarmi chiusi,mxp,ist,2024-01-15 12:35:00,milano,istanbul,turchia,2,19,sdi,,
voli solo visualizzati,mxp,yul,2024-01-11 20:30:00,milano,montreal,canada,2,1,interpol,,
voli solo visualizzati,fco,tfu,2024-02-06 01:45:00,roma,chengdu,cina,5,1,interpol,,
voli con allarmi,fco,saw,2024-02-05 15:35:00,roma,istanbul,turchia,5,1,,,
voli disponibili,trn,tia,2024-01-01 06:55:00,torino,tirana,albania,1,1,tsc,,
viaggiatori entrati,fco,gru,2024-01-06 15:45:00,roma,san paolo,brasile,5,288,nsis,,
viaggiatori investigati,fco,ssh,2024-02-17 12:05:00,roma,sharm el sheikh,egitto,5,175,,,
voli disponibili,vce,stn,2024-01-08 18:00:00,venezia,londra,regno unito,4,1,interpol,,
voli con allarmi,blq,saw,2024-01-04 11:30:00,bologna,istanbul,turchia,8,1,sdi,,
viaggiatori entrati,fco,cai,2024-02-26 04:30:00,roma,cairo,egitto,5,156,manuale,,
voli disponibili,mxp,beg,2024-01-15 19:20:00,milano,belgrado,serbia,2,1,interpol,,
voli solo visualizzati,cia,stn,2024-02-01 17:00:00,roma,londra,regno unito,5,,manuale,,
voli con allarmi,mxp,skp,2024-02-05 19:40:00,milano,skopie,macedonia,2,1,tsc,,
viaggiatori entrati,blq,stn,2024-02-06 08:00:00,bologna,londra,regno unito,8,134,manuale,,
voli disponibili,mxp,lgw,2024-01-08 19:45:00,milano,londra,regno unito,2,1,manuale,,
allarmi generati,fco,saw,2024-02-12 11:20:00,roma,istanbul,turchia,5,7,tsc,,
voli investigati,vce,rmo,2024-01-27 13:20:00,venezia,chisinau,moldavia,4,1,nsis,,
allarmi chiusi,mxp,dxb,2024-02-18 15:55:00,milano,dubai,emirati arabi uniti,2,22,,,
voli solo visualizzati,mxp,bah,2024-02-27 01:40:00,milano,manama,bahrain,2,1,sdi,,
voli con allarmi,mxp,dxb,2024-01-26 15:55:00,milano,dubai,emirati arabi uniti,2,1,,,
viaggiatori entrati,vce,lgw,2024-01-07 18:35:00,venezia,londra,regno unito,4,172,tsc,,
esito negativo,fco,lhr,2024-01-08 14:20:00,roma,londra,regno unito,5,3,tsc,,
viaggiatori investigati,bgy,stn,2024-02-02 13:55:00,bergamo,londra,regno unito,2,160,manuale,,
voli solo visualizzati,fco,auh,2024-02-05 02:25:00,roma,abu dhabi,emirati arabi uniti,5,1,interpol,,
voli disponibili,fco,jed,2024-01-04 10:20:00,roma,jeddah,arabia saudita,5,1,tsc,,
voli disponibili,nap,lgw,2024-02-19 18:40:00,napoli,londra,regno unito,6,1,tsc,,
viaggiatori entrati,blq,lhr,2024-01-22 08:50:00,bologna,londra,regno unito,8,167,,,
voli investigati,fco,lgw,2024-02-06 21:15:00,roma,londra,regno unito,5,1,nsis,,
esito negativo,lin,lhr,2024-01-23 10:15:00,milano,londra,regno unito,2,4,tsc,,
allarmi generati,vce,edi,2024-01-01 00:00:00,venezia,edinburgh,regno unito,4,5,manuale,,
voli con allarmi,trn,lgw,2024-01-18 15:40:00,torino,londra,regno unito,1,1,,,
voli con allarmi,mxp,cmn,2024-02-19 13:00:00,milano,casablanca,marocco,2,1,sdi,,
voli con allarmi,mxp,pvg,2024-02-11 01:45:00,milano,shanghai,cina,2,1,,,
viaggiatori entrati,trn,lgw,2024-02-02 17:50:00,torino,londra,regno unito,1,143,nsis,,
allarmi chiusi,fco,dxb,2024-01-22 08:55:00,roma,dubai,emirati arabi uniti,5,21,interpol,,
viaggiatori con allarmi,fco,auh,2024-02-17 17:45:00,roma,abu dhabi,emirati arabi uniti,5,8,sdi,,
allarmi chiusi,mxp,ssh,2024-01-27 00:00:00,milano,sharm el sheikh,egitto,2,17,sdi,,
viaggiatori investigati,bgy,dxb,2024-01-22 18:00:00,bergamo,dubai,emirati arabi uniti,2,102,interpol,,
viaggiatori entrati,pmo,tun,2024-01-01 10:30:00,palermo,tunisi,tunisia,7,38,nsis,,
viaggiatori entrati,fco,ist,2024-02-10 17:55:00,roma,istanbul,turchia,5,144,,,
viaggiatori entrati,mxp,yyz,2024-01-08 23:45:00,milano,toronto,canada,2,301,interpol,,
allarmi generati,fco,gig,2024-02-09 15:45:00,roma,rio de janeiro,brasile,5,2,,,
viaggiatori entrati,mxp,doh,2024-01-04 15:30:00,milano,doha,qatar,2,262,,,
viaggiatori investigati,bgy,stn,2024-01-05 11:30:00,bergamo,londra,regno unito,2,166,,,
viaggiatori entrati,vce,ist,2024-02-11 08:10:00,venezia,istanbul,turchia,4,166,tsc,,
voli disponibili,vce,stn,2024-01-27 20:15:00,venezia,londra,regno unito,4,1,tsc,,
voli con allarmi,bgy,man,2024-01-27 08:25:00,bergamo,manchester,regno unito,2,1,sdi,,
voli disponibili,mxp,jfk,2024-01-29 19:40:00,milano,new york,stati uniti,2,1,,,
viaggiatori investigati,bgy,dxb,2024-01-26 18:00:00,bergamo,dubai,emirati arabi uniti,2,113,manuale,,
allarmi rilevanti,psa,rak,2024-01-28 06:05:00,pisa,marrakech,marocco,8,2,sdi,,
voli solo visualizzati,tsf,tia,2024-02-12 09:00:00,treviso,tirana,albania,,1,,,
voli investigati,mxp,rak,2024-01-04 20:05:00,milano,marrakech,marocco,2,1,manuale,,
allarmi chiusi,fco,jfk,2024-02-22 00:00:00,roma,new york,stati uniti,5,4,manuale,,
viaggiatori entrati,bgy,ema,2024-02-16 12:05:00,bergamo,derby,regno unito,2,179,,,
allarmi generati,fco,gla,2024-02-09 06:55:00,roma,glasgow,regno unito,5,1,sdi,,
voli disponibili,tsf,tia,2024-01-05 19:05:00,treviso,tirana,albania,4,1,tsc,,
viaggiatori investigati,mxp,cai,2024-01-04 09:35:00,milano,cairo,egitto,2,155,tsc,,
voli con allarmi,mxp,sll,2024-01-15 02:20:00,milano,salalah,oman,2,1,interpol,,
viaggiatori entrati,cia,dwc,2024-01-21 14:30:00,roma,dubai,emirati arabi uniti,5,1,,,
voli investigati,fco,hnd,2024-01-17 13:20:00,roma,tokyo,giappone,5,1,nsis,,
viaggiatori investigati,fco,bos,2024-01-07 17:20:00,roma,boston,stati uniti,5,0,manuale,,
voli con allarmi,flr,lcy,2024-02-07 11:25:00,firenze,londra,regno unito,8,1,sdi,,
voli investigati,mxp,cai,2024-01-01 09:35:00,milano,cairo,egitto,2,1,interpol,,
voli disponibili,mxp,ssh,2024-02-22 15:55:00,milano,sharm el sheikh,egitto,2,1,manuale,,
voli solo visualizzati,blq,stn,2024-02-12 00:00:00,bologna,londra,regno unito,8,1,manuale,,
voli solo visualizzati,bgy,tia,2024-01-16 10:15:00,bergamo,tirana,albania,2,1,sdi,,
allarmi chiusi,tsf,tia,2024-02-28 16:05:00,treviso,tirana,albania,4,12,nsis,,
esito negativo,mxp,jed,2024-01-29 19:30:00,milano,jeddah,arabia saudita,2,,tsc,,
voli investigati,fco,jfk,2024-02-02 19:45:00,roma,new york,stati uniti,5,1,tsc,,
voli solo visualizzati,cia,stn,2024-01-31 18:00:00,roma,londra,regno unito,5,0,,,
voli solo visualizzati,vce,lgw,2024-01-27 09:10:00,venezia,londra,regno unito,4,1,,,
viaggiatori investigati,flr,lgw,2024-01-02 14:58:00,firenze,londra,regno unito,8,112,sdi,,
voli con allarmi,vce,rmo,2024-01-27 13:20:00,venezia,chisinau,moldavia,4,1,sdi,,
viaggiatori con allarmi,trn,man,2024-01-01 00:00:00,torino,manchester,regno unito,1,7,sdi,,
voli solo visualizzati,bgy,tia,2024-02-22 12:10:00,bergamo,tirana,albania,2,1,manuale,,
esito negativo,bgy,lgw,2024-02-18 06:50:00,bergamo,londra,regno unito,2,2,sdi,,
esito negativo,blq,tia,2024-01-01 11:15:00,bologna,tirana,albania,8,35,tsc,,
allarmi generati,vce,cmn,2024-02-03 07:50:00,venezia,casablanca,marocco,4,39,,,
allarmi generati,bgy,dxb,2024-02-17 18:00:00,bergamo,dubai,emirati arabi uniti,2,8,sdi,,
voli solo visualizzati,flr,lgw,2024-02-10 14:55:00,firenze,londra,regno unito,8,1,tsc,,
viaggiatori investigati,fco,bhx,2024-02-09 07:15:00,roma,birmingham,regno unito,5,188,manuale,,
voli investigati,mxp,tun,2024-02-10 07:45:00,milano,tunis,tunisia,2,1,nsis,,
voli disponibili,fco,lgw,2024-02-10 10:00:00,roma,londra,regno unito,5,1,,,
allarmi generati,psa,tia,2024-02-08 16:15:00,pisa,tirana,albania,8,28,manuale,,
voli solo visualizzati,flr,lgw,2024-01-14 16:00:00,firenze,londra,regno unito,8,1,tsc,,
voli disponibili,fco,mia,2024-01-18 19:50:00,roma,miami,stati uniti,5,1,sdi,,
allarmi chiusi,fco,saw,2024-02-23 10:40:00,roma,istanbul,turchia,5,3,sdi,,
voli solo visualizzati,bgy,saw,2024-01-23 11:10:00,bergamo,istanbul,turchia,2,1,sdi,,
viaggiatori entrati,trn,man,2024-02-18 06:10:00,torino,manchester,regno unito,1,170,manuale,,
voli investigati,mxp,ssh,2024-02-08 13:20:00,milano,sharm el sheikh,egitto,2,1,sdi,,
voli investigati,trn,man,2024-01-14 06:10:00,torino,manchester,regno unito,1,1,nsis,,
voli investigati,nap,hrg,2024-02-06 12:05:00,napoli,hurghada,egitto,6,1,,,
viaggiatori entrati,blq,tun,2024-01-31 00:00:00,bologna,tunis,tunisia,8,127,manuale,,
esito negativo,mxp,rmf,2024-02-18 21:20:00,milano,marsa alam,egitto,2,12,manuale,,
voli solo visualizzati,bgy,tia,2024-01-21 12:10:00,bergamo,tirana,albania,2,2,manuale,,
viaggiatori con allarmi,vce,lgw,2024-01-01 00:00:00,venezia,londra,regno unito,4,5,,,
viaggiatori entrati,vce,jed,2024-01-17 00:00:00,venezia,jeddah,arabia saudita,4,211,nsis,,
voli disponibili,fco,add,2024-02-18 22:50:00,roma,addis ababa,etiopia,5,1,,,
viaggiatori investigati,flr,lcy,2024-02-25 12:35:00,firenze,londra,regno unito,8,91,tsc,,
allarmi generati,cia,man,2024-01-15 07:10:00,roma,manchester,regno unito,5,2,interpol,,
viaggiatori entrati,bgy,tia,2024-02-18 12:10:00,bergamo,tirana,albania,2,385,,,
esito negativo,vce,ist,2024-02-28 13:05:00,venezia,istanbul,turchia,4,19,manuale,,
voli disponibili,bzo,fab,2024-01-30 16:46:00,bolzano,farnborough,regno unito,4,1,,,
viaggiatori entrati,bgy,lgw,2024-02-16 13:00:00,bergamo,londra,regno unito,2,97,sdi,,
allarmi rilevanti,mxp,sin,2024-02-22 23:45:00,milano,singapore,singapore,2,1,tsc,,
allarmi chiusi,nap,stn,2024-02-19 14:20:00,napoli,londra,regno unito,6,5,interpol,,
allarmi rilevanti,fco,tia,2024-01-16 15:45:00,roma,tirana,albania,5,3,,,
viaggiatori investigati,mxp,lgw,2024-01-02 19:45:00,milano,londra,regno unito,2,146,,,alto
voli investigati,cta,lgw,2024-01-20 08:45:00,catania,londra,regno unito,7,1,interpol,,
allarmi rilevanti,mxp,rmo,2024-02-02 17:20:00,milano,chisinau,moldavia,2,1,,,
viaggiatori investigati,psa,stn,2024-02-08 11:55:00,pisa,londra,regno unito,8,165,tsc,,
viaggiatori entrati,fco,sid,2024-02-21 16:15:00,roma,sal,capo verde,5,6,nsis,,
voli disponibili,mxp,mbj,2024-01-05 22:10:00,milano,montego bay,giamaica,2,1,tsc,,
voli con allarmi,mxp,cai,2024-02-19 09:35:00,milano,cairo,egitto,2,1,,,
viaggiatori con allarmi,mxp,tia,2024-02-05 06:20:00,milano,tirana,albania,2,12,sdi,,
allarmi chiusi,vce,man,2024-01-11 09:15:00,venezia,manchester,regno unito,4,4,,,
altro,mxp,jed,2024-01-20 19:50:00,milano,jeddah,arabia saudita,2,1,tsc,,
allarmi chiusi,blq,rmo,2024-02-16 20:00:00,bologna,chisinau,moldavia,8,10,tsc,,
voli investigati,blq,ltn,2024-01-05 00:00:00,bologna,londra,regno unito,8,1,,,
voli solo visualizzati,cia,rak,2024-01-20 06:05:00,roma,marrakech,marocco,5,1,interpol,,
viaggiatori con allarmi,fco,ist,2024-01-04 13:05:00,roma,istanbul,turchia,5,3,interpol,,
voli solo visualizzati,blq,dxb,2024-01-24 08:55:00,bologna,dubai,emirati arabi uniti,8,1,sdi,,
voli con allarmi,fco,auh,2024-01-17 17:45:00,roma,abu dhabi,emirati arabi uniti,5,1,interpol,,
voli solo visualizzati,mxp,tgd,2024-01-23 16:45:00,milano,podgorica,montenegro,2,1,interpol,,
voli disponibili,lin,isl,2024-02-20 19:30:00,milano,istanbul,turchia,2,1,manuale,,
viaggiatori entrati,fco,alg,2024-02-20 10:30:00,roma,algeri,algeria,5,93,,,
voli solo visualizzati,fco,gru,2024-02-17 20:40:00,roma,san paolo,brasile,5,1,sdi,,
allarmi chiusi,bgy,saw,2024-02-05 10:35:00,bergamo,istanbul,turchia,2,7,,,
allarmi chiusi,mxp,brs,2024-02-10 15:50:00,milano,bristol,regno unito,2,2,,,
voli investigati,mxp,evn,2024-01-09 22:25:00,milano,yerevan,armenia,2,1,sdi,,
viaggiatori entrati,fco,tun,2024-02-05 11:25:00,roma,tunis,tunisia,5,134,nsis,,
voli solo visualizzati,mxp,pvg,2024-01-20 01:45:00,milano,shanghai,cina,2,1,,,
voli investigati,mxp,sin,2024-01-04 23:45:00,milano,singapore,singapore,2,1,sdi,,
viaggiatori investigati,lin,lhr,2024-01-19 18:45:00,milano,londra,regno unito,2,159,interpol,,
voli solo visualizzati,nap,dxb,2024-01-15 07:30:00,napoli,dubai,emirati arabi uniti,6,1,tsc,,
voli disponibili,cia,stn,2024-01-30 18:25:00,roma,londra,regno unito,5,1,tsc,,
voli disponibili,mxp,lhr,2024-01-08 09:15:00,milano,londra,regno unito,2,1,interpol,,
viaggiatori investigati,blq,tia,2024-01-26 11:15:00,bologna,tirana,albania,8,150,manuale,,
viaggiatori entrati,fco,lhr,2024-01-18 12:40:00,roma,londra,regno unito,5,154,manuale,,
voli con allarmi,bgy,tia,2024-02-20 12:10:00,bergamo,tirana,albania,2,1,interpol,,
viaggiatori con allarmi,mxp,bhx,2024-02-02 20:10:00,milano,birmingham,regno unito,2,3,nsis,,
viaggiatori entrati,vce,lhr,2024-01-26 08:35:00,venezia,londra,regno unito,4,157,nsis,,
viaggiatori investigati,mxp,stn,2024-01-15 19:05:00,milano,londra,regno unito,2,169,manuale,,
voli disponibili,blq,lhr,2024-01-23 14:40:00,bologna,londra,regno unito,8,1,manuale,,
viaggiatori investigati,fco,ruh,2024-02-23 09:30:00,roma,riyadh,arabia saudita,5,186,sdi,,
viaggiatori investigati,fco,jfk,2024-02-18 21:00:00,roma,new york,stati uniti,5,222,manuale,,
viaggiatori entrati,vrn,tia,2024-02-26 00:00:00,verona,tirana,albania,4,227,tsc,,
viaggiatori entrati,bri,ist,2024-01-17 19:25:00,bari,istanbul,turchia,9,133,sdi,,
voli investigati,fco,dfw,2024-02-22 18:20:00,roma,dallas-fort worth,stati uniti,5,1,sdi,,
voli con allarmi,mxp,gyd,2024-01-31 07:30:00,milano,baku,azerbaigian,2,1,sdi,,
voli disponibili,tsf,tia,2024-02-14 16:05:00,treviso,tirana,albania,4,1,tsc,,
voli solo visualizzati,nap,ltn,2024-02-19 15:45:00,napoli,londra,regno unito,6,1,manuale,,
voli disponibili,fco,doh,2024-02-23 15:35:00,roma,doha,qatar,5,1,nsis,,
voli disponibili,fco,cai,2024-01-22 10:00:00,roma,cairo,egitto,5,1,tsc,,
voli disponibili,vce,bhx,2024-02-25 15:05:00,venezia,birmingham,regno unito,4,1,interpol,,medio
voli solo visualizzati,psa,tia,2024-01-07 00:00:00,pisa,tirana,albania,8,1,manuale,,
voli solo visualizzati,mxp,cmn,2024-01-11 08:00:00,milano,casablanca,marocco,2,1,sdi,,
allarmi rilevanti,vrn,rmo,2024-02-01 10:00:00,verona,chisinau,moldavia,4,2,manuale,,
viaggiatori con allarmi,cta,tia,2024-02-23 18:20:00,catania,tirana,albania,7,7,interpol,verifica richiesta,
allarmi generati,mxp,man,2024-02-11 18:25:00,milano,manchester,regno unito,2,2,interpol,,
viaggiatori entrati,vce,lhr,2024-01-26 13:40:00,venezia,londra,regno unito,4,157,nsis,,
voli con allarmi,mxp,gru,2024-01-28 18:00:00,milano,san paolo,brasile,2,1,interpol,,
viaggiatori entrati,nap,stn,2024-02-28 17:35:00,napoli,londra,regno unito,6,142,tsc,,
allarmi generati,mxp,tpe,2024-02-03 23:05:00,milano,taipei,taiwan,2,10,sdi,,
voli solo visualizzati,fco,lhr,2024-01-27 06:55:00,roma,londra,regno unito,5,1,manuale,,
esito negativo,bgy,tia,2024-02-20 14:55:00,bergamo,tirana,albania,2,1,interpol,,
voli solo visualizzati,fco,iad,2024-02-16 17:45:00,roma,washington,stati uniti,5,1,tsc,,
viaggiatori entrati,blq,ist,2024-01-21 00:00:00,bologna,istanbul,turchia,8,166,tsc,,
viaggiatori con allarmi,vrn,tia,2024-02-03 13:20:00,verona,tirana,albania,4,28,nsis,,
voli con allarmi,nap,tun,2024-01-15 14:00:00,napoli,tunis,tunisia,6,1,sdi,,
esito negativo,fco,saw,2024-02-25 00:00:00,roma,istanbul,turchia,5,7,interpol,,
viaggiatori con allarmi,trn,lgw,2024-02-25 06:15:00,torino,londra,regno unito,1,1,,,
viaggiatori entrati,mxp,tia,2024-01-06 19:50:00,milano,tirana,albania,2,178,interpol,passeggero noto,medio
allarmi chiusi,mxp,ist,2024-02-07 20:30:00,milano,istanbul,turchia,2,5,,,
voli solo visualizzati,fco,gig,2024-02-02 15:45:00,roma,rio de janeiro,brasile,5,1,tsc,,
allarmi chiusi,nap,rak,2024-02-26 05:45:00,napoli,marrakech,marocco,6,12,nsis,,
voli investigati,bgy,man,2024-01-08 14:00:00,bergamo,manchester,regno unito,2,1,sdi,,
allarmi chiusi,fco,lgw,2024-02-02 16:40:00,roma,londra,regno unito,5,2,manuale,,alto
voli solo visualizzati,mxp,tun,2024-01-23 10:00:00,milano,tunis,tunisia,2,1,tsc,,
viaggiatori investigati,fco,lgw,2024-02-11 21:20:00,roma,londra,regno unito,5,221,interpol,,
allarmi generati,bgy,stn,2024-02-04 00:00:00,bergamo,londra,regno unito,2,3,,,
voli solo visualizzati,fco,cai,2024-02-02 04:30:00,roma,cairo,egitto,5,1,nsis,,
viaggiatori investigati,bgy,dxb,2024-01-07 18:00:00,bergamo,dubai,emirati arabi uniti,2,164,nsis,,
voli disponibili,blq,ist,2024-01-30 17:35:00,bologna,istanbul,turchia,8,1,sdi,,
viaggiatori entrati,mxp,pek,2024-01-25 01:35:00,milano,pechino,cina,2,302,sdi,,
voli disponibili,mxp,tia,2024-02-17 06:20:00,milano,tirana,albania,2,1,manuale,,
allarmi generati,fco,beg,2024-02-28 06:10:00,roma,belgrado,serbia,5,10,manuale,,
viaggiatori investigati,mxp,lgw,2024-02-26 20:50:00,milano,londra,regno unito,2,185,sdi,,
esito negativo,bgy,tia,2024-01-24 12:25:00,bergamo,tirana,albania,2,6,interpol,,
voli investigati,mxp,lhr,2024-02-08 00:00:00,milano,londra,regno unito,2,1,,,
viaggiatori investigati,blq,rak,2024-01-01 00:00:00,bologna,marrakech,marocco,8,146,sdi,,
allarmi generati,tsf,tia,2024-01-27 06:50:00,treviso,tirana,albania,4,16,nsis,,
viaggiatori investigati,mxp,ist,2024-01-01 00:00:00,milano,istanbul,turchia,2,168,nsis,,
viaggiatori investigati,mxp,ssh,2024-01-09 14:05:00,milano,sharm el sheikh,egitto,2,226,tsc,,
voli investigati,cta,ist,2024-02-23 00:00:00,catania,istanbul,turchia,7,1,tsc,,
voli investigati,vce,ist,2024-02-23 18:00:00,venezia,istanbul,turchia,4,1,manuale,,
voli solo visualizzati,bgy,tia,2024-02-19 06:10:00,bergamo,tirana,albania,2,1,tsc,,
voli con allarmi,lin,lhr,2024-01-19 07:35:00,milano,londra,regno unito,2,1,nsis,,
viaggiatori investigati,bgy,stn,2024-02-11 15:15:00,bergamo,londra,regno unito,2,185,tsc,,
esito negativo,cia,stn,2024-01-27 13:15:00,roma,londra,regno unito,5,3,sdi,,
viaggiatori investigati,cta,auh,2024-01-04 20:35:00,catania,abu dhabi,emirati arabi uniti,7,175,,,
viaggiatori investigati,fco,bhx,2024-02-08 07:15:00,roma,birmingham,regno unito,5,184,nsis,,
viaggiatori con allarmi,cia,tia,2024-01-28 18:55:00,roma,tirana,albania,5,18,manuale,,
allarmi chiusi,fco,dxb,2024-01-05 08:55:00,roma,dubai,emirati arabi uniti,5,31,nsis,,
allarmi generati,vce,ist,2024-02-08 18:00:00,venezia,istanbul,turchia,4,11,nsis,,
esito negativo,psa,lhr,2024-01-06 08:00:00,pisa,londra,regno unito,8,3,nsis,,
allarmi rilevanti,bri,tia,2024-02-08 00:00:00,bari,tirana,albania,9,1,,,
voli investigati,vrn,lgw,2024-02-24 07:25:00,verona,londra,regno unito,4,1,,,
allarmi chiusi,psa,tia,2024-02-20 21:30:00,pisa,tirana,albania,8,,nsis,,
allarmi generati,mxp,doh,2024-01-05 02:20:00,milano,doha,qatar,2,16,manuale,,
esito negativo,blq,lhr,2024-02-09 15:25:00,bologna,londra,regno unito,8,2,tsc,,
voli investigati,mxp,lhr,2024-01-07 07:35:00,milano,londra,regno unito,2,1,manuale,,
viaggiatori entrati,lin,lcy,2024-02-12 19:05:00,milano,londra,regno unito,2,78,manuale,,
voli investigati,fco,lhr,2024-01-13 14:25:00,roma,londra,regno unito,5,1,nsis,,
voli con allarmi,blq,stn,2024-02-04 12:25:00,bologna,londra,regno unito,8,1,nsis,,alto
viaggiatori investigati,fco,atl,2024-02-03 20:15:00,roma,atlanta,stati uniti,5,271,sdi,,
allarmi generati,cia,stn,2024-01-21 08:05:00,roma,londra,regno unito,5,4,interpol,,
voli solo visualizzati,fco,cmn,2024-01-12 13:00:00,roma,casablanca,marocco,5,1,,,
viaggiatori con allarmi,mxp,jed,2024-02-02 19:30:00,milano,jeddah,arabia saudita,2,17,,,
voli disponibili,mxp,cmn,2024-01-15 13:00:00,milano,casablanca,marocco,2,2,,,
viaggiatori entrati,fco,add,2024-02-15 23:00:00,roma,addis ababa,etiopia,5,511,tsc,,
voli disponibili,trs,stn,2024-02-27 06:45:00,trieste,londra,regno unito,4,1,tsc,,
viaggiatori investigati,vrn,tia,2024-01-18 16:15:00,verona,tirana,albania,4,177,,,
voli disponibili,cia,amm,2024-02-13 00:00:00,roma,amman,giordania,5,1,nsis,,
voli investigati,cia,stn,2024-02-10 06:20:00,roma,londra,regno unito,5,1,manuale,,
allarmi rilevanti,bgy,saw,2024-01-18 11:10:00,bergamo,istanbul,turchia,2,1,tsc,doppio controllo,
allarmi generati,vrn,tia,2024-02-23 16:20:00,verona,tirana,albania,4,8,nsis,,
allarmi rilevanti,fco,mex,2024-01-03 20:40:00,roma,citta del messico,messico,5,1,manuale,,
viaggiatori con allarmi,flr,lgw,2024-01-04 15:53:00,firenze,londra,regno unito,8,7,,,
voli con allarmi,fco,tun,2024-01-28 11:25:00,roma,tunis,tunisia,5,1,,,
