occorrenze,areoporto_arrivo,areoporto_partenza,anno_partenza,mese_partenza,data_partenza,descr_aereoporto_arr,descr_aereoporto_part,citta_arr,citta_partenza,codice_paese_arr,codice_paese_part,paese_arr,paese_part,zona,tot,motivo_allarme,note_operatore,flag_rischio,paese_partenza,codice_paese_arr__1,col_3zona,paese_arr__1,tot_voli
allarmi generati da sdi/nsis,blq,lhr,2024,2,,guglielmo marconi,london heathrow,bologna,,ita,gbr,italia,regno unito,8,2.0,,,,regno unito,ita,8,italia,2.0
nulla a procedere sdi,bgy,tng,2024,2,2024-02-02 16:50:00,orio al serio,ibn batouta,bergamo,tangier,ita,mar,italia,marocco,2,25.0,tsc,,,marocco,ita,2,italia,25.0
allarmi chiusi,blq,lhr,2024,1,2024-01-13 08:40:00,guglielmo marconi,london heathrow,bologna,londra,ita,,italia,regno unito,8,1.0,sdi,,,regno unito,ita,8,italia,1.0
allarmi generati da sdi/nsis,vce,ist,2024,1,2024-01-28 18:00:00,venezia marco polo,havalimani,venezia,istanbul,ita,tur,italia,turchia,4,14.0,interpol,,,turchia,ita,4,italia,14.0
allarmi generati da sdi/nsis,mxp,stn,2024,1,2024-01-03 18:45:00,malpensa,stansted,milano,londra,ita,gbr,italia,regno unito,2,7.0,sdi,,,regno unito,ita,2,italia,7.0
viaggiatori entrati nel sistema,fco,gru,2024,2,2024-02-17 20:40:00,fiumicino,sao paulo/guarulhos-governador andre franco montoro international,roma,san paolo,ita,bra,italia,,5,267.0,tsc,,,brasile,ita,5,italia,267.0
allarmi generati da sdi/nsis,mxp,stn,2024,1,,malpensa,stansted,milano,londra,ita,gbr,italia,regno unito,2,,manuale,,,regno unito,ita,2,italia,
mancato aggiornamento sdi,cta,ist,2024,1,2024-01-28 17:55:00,fontanarossa,havalimani,catania,istanbul,ita,tur,italia,turchia,7,1.0,tsc,,,turchia,ita,7,italia,1.0
"voli solo visualizzati, ma non investigati",fco,lgw,2024,,2024-02-18 09:50:00,fiumicino,london gatwick,roma,//,ita,gbr,italia,,5,1.0,manuale,,,regno unito,ita,5,italia,1.0
viaggiatori entrati nel sistema,fco,pvg,2024,2,2024-02-23 12:35:00,fiumicino,pu dong,roma,shanghai,ita,chn,italia,cina,5,265.0,manuale,,,cina,ita,5,italia,265.0
viaggiatori con allarmi,mxp,lhr,2023,2,,malpensa,london heathrow,milano,londra,ita,gbr,italia,regno unito,2,4.0,manuale,,,regno unito,ita,2,italia,4.0
"voli solo visualizzati, ma non investigati",bgy,tia,2024,2,2024-02-20 14:55:00,orio al serio,rinas mother teresa,bergamo,tirana,ita,alb,italia,albania,2,1.0,,,,albania,ita,2,italia,1.0
allarmi chiusi,fco,pek,2024,1,2024-01-12 13:25:00,fiumicino,beijing capital international,roma,,ita,,italia,cina,5,37.0,,,,cina,ita,5,italia,37.0
voli disponibili in ingresso al sistema,bgy,tbs,2024,1,2024-01-05 11:45:00,orio al serio,tbilisi international,bergamo,tbilisi,ita,geo,italia,georgia,2,2.0,,,,georgia,ita,2,italia,1.0
nulla a procedere sdi,nap,ist,2024,2,2024-02-05 08:00:00,napoli capodichino,havalimani,napoli,istanbul,ita,tur,italia,turchia,6,4.0,sdi,,,turchia,ita,6,italia,4.0
allarmi chiusi,mxp,lgw,2024,2,,malpensa,london gatwick,milano,londra,ita,gbr,italia,regno unito,2,3.0,sdi,,,regno unito,ita,2,italia,3.0
allarmi chiusi,fco,add,2024,10,2024-02-09 22:40:00,fiumicino,bole international,roma,addis ababa,ita,eth,italia,etiopia,5,46.0,nsis,,,etiopia,ita,5,italia,46.0
viaggiatori con allarmi,fco,lgw,2024,2,2024-02-11 07:30:00,fiumicino,london gatwick,roma,londra,ita,,italia,regno unito,5,1.0,sdi,,,regno unito,ita,5,italia,1.0
voli con allarmi,flr,lgw,2024,2,2024-02-05 09:05:00,firenze peretola,london gatwick,firenze,,ita,gbr,italia,regno unito,8,1.0,tsc,,,regno unito,ita,8,italia,1.0
allarmi chiusi,cta,ltn,2024,1,2024-01-12 07:30:00,fontanarossa,london luton,catania,londra,ita,gbr,italia,regno unito,7,2.0,sdi,,,regno unito,ita,7,italia,2.0
nulla a procedere nsis,vce,evn,2023,1,2024-01-12 20:45:00,venezia marco polo,zvartnots,venezia,yerevan,ita,arm,italia,armenia,4,2.0,sdi,,,armenia,ita,4,italia,2.0
allarmi chiusi,cta,cmn,2024,1,2024-01-03 15:55:00,fontanarossa,mohamed v,catania,casablanca,ita,mar,italia,marocco,7,7.0,nsis,,,marocco,ita,7,italia,7.0
allarmi generati da sdi/nsis,vce,stn,2024,1,2024-01-21 05:55:00,venezia marco polo,stansted,venezia,londra,ita,gbr,italia,regno unito,4,4.0,,,,regno unito,ita,4,italia,4.0
voli investigati (sdi/nsis - interpol - tsc),bgy,stn,2024,1,2024-01-26 07:15:00,orio al serio,stansted,bergamo,londra,ita,gbr,italia,regno unito,2,1.0,tsc,,,regno unito,ita,2,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),blq,beg,2024,,2024-01-21 17:30:00,guglielmo marconi,nikola tesla,bologna,belgrado,ita,srb,italia,serbia,8,1.0,,,,serbia,ita,8,italia,1.0
voli disponibili in ingresso al sistema,mxp,ssh,2024,1,2024-01-02 14:05:00,malpensa,sharm el-sheikh international,milano,sharm el sheikh,ita,egy,italia,egitto,2,1.0,,,,egitto,ita,2,italia,1.0
viaggiatori investigati,fco,pek,2024,2,,fiumicino,beijing capital international,roma,pechino,ita,chn,italia,cina,5,250.0,,,,cina,ita,5,italia,250.0
allarmi generati da sdi/nsis,mxp,cai,2024,,2024-02-24 09:35:00,malpensa,cairo international,milano,cairo,ita,egy,italia,egitto,2,24.0,sdi,,,egitto,ita,2,italia,24.0
allarmi generati da sdi/nsis,mxp,dxb,2024,2,,malpensa,dubai international,milano,dubai,ita,are,italia,emirati arabi uniti,2,18.0,sdi,,,emirati arabi uniti,ita,2,italia,18.0
viaggiatori con allarmi,blq,ist,,2,2024-02-24 17:35:00,guglielmo marconi,havalimani,bologna,istanbul,ita,tur,italia,turchia,8,22.0,tsc,,,turchia,ita,8,italia,22.0
voli con allarmi,mxp,tia,2024,2,2024-02-15 12:50:00,malpensa,rinas mother teresa,milano,tirana,ita,alb,italia,albania,2,1.0,interpol,,,albania,ita,2,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),goa,tia,2024,1,2024-01-28 19:45:00,cristoforo colombo,rinas mother teresa,genova,tirana,ita,?,italia,albania,1,1.0,tsc,,,albania,ita,1,italia,1.0
viaggiatori entrati nel sistema,fco,pek,2024,1,2024-01-01 13:25:00,fiumicino,beijing capital international,roma,pechino,gbr,chn,italia,cina,5,216.0,tsc,,,cina,ita,5,italia,216.0
voli con allarmi,tsf,tia,2024,1,2024-01-22 11:50:00,treviso-sant'angelo,rinas mother teresa,treviso,tirana,ita,alb,italia,albania,4,1.0,interpol,,,albania,ita,4,italia,1.0
viaggiatori entrati nel sistema,cta,stn,2024,1,2024-01-25 16:15:00,fontanarossa,stansted,catania,londra,gbr,gbr,italia,regno unito,7,162.0,manuale,,,regno unito,ita,7,italia,162.0
allarmi generati da sdi/nsis,mxp,lgw,2023,2,2024-02-11 18:30:00,malpensa,london gatwick,milano,londra,ita,gbr,italia,regno unito,2,3.0,,,,regno unito,ita,2,italia,3.0
allarmi generati da sdi/nsis,psa,lgw,2024,1,2024-01-04 08:15:00,galileo galilei,london gatwick,pisa,londra,ita,gbr,italia,regno unito,8,1.0,,,,regno unito,ita,8,italia,1.0
viaggiatori entrati nel sistema,fco,ist,2024,1,2024-01-16 13:05:00,fiumicino,havalimani,roma,istanbul,ita,tur,italia,turchia,5,132.0,interpol,,,turchia,ita,5,italia,132.0
viaggiatori entrati nel sistema,nap,dxb,2023,2,,napoli capodichino,dubai international,napoli,dubai,ita,ae,italia,emirati arabi uniti,6,96.0,sdi,,,emirati arabi uniti,ita,6,italia,96.0
viaggiatori entrati nel sistema,fco,lhr,2024,4,2024-02-06 09:20:00,fiumicino,london heathrow,roma,londra,ita,gbr,italia,regno unito,5,148.0,nsis,,,regno unito,ita,5,italia,148.0
voli con allarmi,mxp,stn,2024,5,2024-02-29 12:35:00,malpensa,stansted,milano,londra,ita,gbr,italia,regno unito,2,1.0,interpol,,,regno unito,ita,2,italia,1.0
"voli solo visualizzati, ma non investigati",nap,ist,2024,2,2024-02-23 17:55:00,napoli capodichino,havalimani,napoli,istanbul,ita,tur,italia,turchia,6,1.0,tsc,,,turchia,ita,6,italia,1.0
nulla a procedere sdi,trn,ncl,2024,1,2024-01-07 06:00:00,sandro pertini,newcastle,torino,newcastle,ita,gbr,italia,regno unito,1,1.0,interpol,,,regno unito,ita,1,italia,1.0
viaggiatori con allarmi,mxp,spx,2024,1,2024-01-28 22:35:00,malpensa,sphinx international,milano,giza,ita,egy,italia,egitto,2,31.0,,,,egitto,ita,2,italia,31.0
viaggiatori entrati nel sistema,fco,sin,2024,1,2024-01-23 02:05:00,fiumicino,changi,roma,singapore,ita,sgp,italia,singapore,5,171.0,nsis,,,singapore,ita,5,italia,171.0
viaggiatori investigati,mxp,add,2024,2,2024-02-11 00:05:00,malpensa,bole international,milano,addis ababa,ita,eth,italia,etiopia,2,328.0,nsis,,,etiopia,ita,2,italia,328.0
allarmi generati da sdi/nsis,mxp,kwi,2024,7,2024-01-06 08:25:00,malpensa,kuwait international,milano,kuwait city,ita,kwt,italia,kuwait,2,3.0,interpol,,,kuwait,ita,2,italia,3.0
viaggiatori investigati,nap,lgw,2024,1,2024-01-15 18:40:00,napoli capodichino,london gatwick,napoli,londra,ita,,italia,regno unito,6,140.0,tsc,,,regno unito,ita,6,italia,140.0
allarmi rilevanti,mxp,lrm,2024,1,2024-01-14 19:30:00,malpensa,casa de campo international,milano,la romana,ita,dom,italia,repubblica dominicana,2,1.0,manuale,,medio,repubblica dominicana,ita,2,italia,1.0
allarmi generati da sdi/nsis,vrn,rmf,2024,1,2024-01-05 12:00:00,verona villafranca,marsa alam international,verona,marsa alam,ita,eg,italia,egitto,4,13.0,manuale,,,egitto,ita,4,italia,13.0
"voli solo visualizzati, ma non investigati",bgy,beg,2024,2,2024-02-21 20:50:00,orio al serio,nikola tesla,bergamo,belgrado,ita,srb,italia,serbia,2,1.0,interpol,,,serbia,ita,2,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),mxp,amm,2024,1,2024-01-07 11:00:00,malpensa,queen alia international,milano,amman,ita,jor,italia,giordania,2,1.0,nsis,,,giordania,ita,2,italia,1.0
allarmi generati da sdi/nsis,flr,tia,2024,1,2024-01-11 07:20:00,firenze peretola,,firenze,tirana,ita,alb,italia,albania,8,18.0,sdi,,,albania,ita,8,italia,17.0
voli investigati (sdi/nsis - interpol - tsc),fco,gig,,1,2024-01-01 15:45:00,fiumicino,galeao-antonio carlos jobim international,roma,rio de janeiro,ita,bra,italia,brasile,5,1.0,,,,brasile,ita,5,italia,1.0
voli disponibili in ingresso al sistema,psa,dxb,2024,2,2024-02-25 08:00:00,galileo galilei,dubai international,pisa,dubai,ita,are,italia,emirati arabi uniti,8,1.0,,,,emirati arabi uniti,ita,8,italia,1.0
viaggiatori con allarmi,fco,ist,2024,2,2024-02-07 21:10:00,fiumicino,havalimani,roma,istanbul,ita,tur,italia,turchia,5,4.0,tsc,,alto,turchia,ita,5,italia,4.0
viaggiatori investigati,cia,lpl,2024,2,2024-02-10 06:00:00,ciampino,liverpool john lennon,roma,liverpool,ita,gbr,italia,regno unito,5,184.0,manuale,,,regno unito,ita,5,italia,184.0
voli disponibili in ingresso al sistema,fco,lgw,2024,2,2024-02-03 10:00:00,fiumicino,london gatwick,roma,londra,ita,gbr,italia,regno unito,5,1.0,,,,regno unito,ita,5,italia,1.0
viaggiatori con allarmi,fco,add,2024,2,2024-02-12 00:05:00,fiumicino,bole international,roma,addis ababa,ita,eth,italia,etiopia,5,13.0,tsc,,,etiopia,ita,5,italia,13.0
voli disponibili in ingresso al sistema,mxp,doh,2024,2,2024-02-22 02:20:00,malpensa,hamad international,milano,doha,ita,qat,italia,qatar,2,1.0,manuale,,,qatar,ita,2,italia,1.0
allarmi chiusi,mxp,cai,2024,1,2024-01-05 09:35:00,malpensa,cairo international,milano,cairo,ita,egy,italia,egitto,2,8.0,tsc,,,egitto,ita,2,italia,8.0
viaggiatori entrati nel sistema,fco,man,2024,1,2024-01-29 08:35:00,fiumicino,manchester,roma,manchester,ita,gbr,italia,regno unito,5,170.0,nsis,,,regno unito,ita,5,italia,169.0
"voli solo visualizzati, ma non investigati",fco,hnd,2024,1,2024-01-13 13:20:00,fiumicino,tokyo international (haneda),roma,tokyo,ita,jpn,italia,giappone,5,1.0,,,,giappone,ita,5,italia,1.0
"voli solo visualizzati, ma non investigati",fco,lgw,2024,2,2024-02-22 20:10:00,fiumicino,london gatwick,roma,,ita,gbr,italia,regno unito,5,1.0,tsc,,,regno unito,ita,5,italia,1.0
allarmi generati da sdi/nsis,mxp,ist,2024,2,2024-02-21 12:35:00,malpensa,havalimani,milano,istanbul,ita,tr,italia,turchia,2,9.0,interpol,,,turchia,ita,2,italia,9.0
allarmi generati da sdi/nsis,fco,lgw,2024,1,2024-01-08 10:10:00,fiumicino,london gatwick,roma,londra,ita,gbr,italia,regno unito,5,,,,,regno unito,ita,5,italia,
allarmi generati da sdi/nsis,fco,del,2023,1,2024-01-08 03:45:00,fiumicino,indira gandhi international,roma,nuova delhi,ita,ind,italia,india,5,14.0,nsis,,,india,ita,5,italia,14.0
allarmi chiusi,mxp,ewr,2024,1,2024-01-02 21:50:00,malpensa,?,milano,newark,ita,usa,italia,stati uniti,2,6.0,,,,stati uniti,ita,2,italia,6.0
voli con allarmi,bgy,amm,2024,,2024-02-01 22:20:00,orio al serio,queen alia international,bergamo,amman,ita,jor,italia,giordania,2,1.0,nsis,,,giordania,ita,2,italia,1.0
viaggiatori con allarmi,psa,dxb,2023,1,2024-01-25 08:00:00,galileo galilei,dubai international,pisa,dubai,ita,are,italia,emirati arabi uniti,8,6.0,,,,emirati arabi uniti,ita,8,italia,6.0
nulla a procedere sdi,mxp,spx,2024,12,2024-01-01 12:05:00,malpensa,sphinx international,milano,giza,ita,egy,italia,egitto,2,34.0,interpol,,,egitto,ita,2,italia,34.0
voli disponibili in ingresso al sistema,trn,stn,2024,2,2024-02-16 13:40:00,sandro pertini,stansted,torino,londra,ita,gbr,italia,regno unito,1,1.0,tsc,,,regno unito,ita,1,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),mxp,icn,2024,1,2024-01-12 12:10:00,malpensa,incheon international,milano,seoul,ita,kor,italia,corea del sud,2,1.0,manuale,,,corea del sud,ita,2,italia,1.0
nulla a procedere sdi,mxp,kwi,2024,1,2024-01-02 08:25:00,malpensa,kuwait international,milano,kuwait city,ita,kwt,italia,kuwait,2,8.0,manuale,,,kuwait,ita,2,italia,8.0
viaggiatori investigati,fco,tfu,2024,1,2024-01-16 01:45:00,fiumicino,tianfu international,roma,chengdu,gbr,chn,italia,cina,5,0.0,,,,cina,ita,5,italia,0.0
viaggiatori entrati nel sistema,cia,tia,2024,1,2024-01-11 18:55:00,ciampino,rinas mother teresa,roma,tirana,ita,alb,italia,albania,5,171.0,,,,albania,ita,5,italia,171.0
allarmi generati da sdi/nsis,mxp,lgw,2024,2,2024-02-05 07:05:00,malpensa,london gatwick,milano,londra,ita,gbr,italia,regno unito,2,6.0,,,,regno unito,ita,2,italia,6.0
"voli solo visualizzati, ma non investigati",vce,bhx,2024,2,2024-02-18 13:05:00,venezia marco polo,birmingham international,venezia,,ita,gbr,italia,regno unito,4,1.0,tsc,,,regno unito,ita,4,italia,1.0
viaggiatori investigati,lin,lhr,2024,1,2024-01-17 10:30:00,linate,london heathrow,milano,londra,ita,gbr,italia,regno unito,2,,tsc,,,regno unito,ita,2,italia,
allarmi chiusi,fco,lhr,2024,1,2024-01-04 12:40:00,fiumicino,london heathrow,roma,londra,ita,gbr,italia,regno unito,5,3.0,tsc,,,regno unito,ita,5,italia,3.0
allarmi generati da sdi/nsis,tsf,tia,2024,2,2024-02-10 06:50:00,treviso-sant'angelo,rinas mother teresa,treviso,tirana,ita,alb,italia,albania,4,13.0,manuale,,,albania,ita,4,italia,13.0
voli con allarmi,cta,ist,2024,,2024-02-29 17:55:00,fontanarossa,havalimani,catania,istanbul,ita,tur,italia,turchia,7,1.0,interpol,,,turchia,ita,7,italia,1.0
viaggiatori con allarmi,mxp,bah,2024,2,2024-02-06 01:40:00,malpensa,bahrain international,milano,manama,ita,bhr,italia,bahrain,2,35.0,tsc,,,bahrain,ita,2,italia,35.0
voli con allarmi,fco,lhr,2023,1,2024-01-29 08:45:00,fiumicino,london heathrow,roma,londra,ita,gbr,italia,regno unito,5,1.0,,,,regno unito,ita,5,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),cia,stn,2024,2,2024-02-09 17:25:00,ciampino,stansted,roma,londra,ita,gbr,italia,regno unito,5,1.0,tsc,,,regno unito,ita,5,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),mxp,gru,2023,8,,malpensa,sao paulo/guarulhos-governador andre franco montoro international,milano,san paolo,ita,bra,italia,,2,1.0,nsis,,,brasile,ita,2,italia,1.0
allarmi chiusi,mxp,doh,2024,1,2024-01-06 02:20:00,malpensa,hamad international,milano,doha,ita,qat,italia,qatar,2,9.0,manuale,,,qatar,ita,2,italia,9.0
viaggiatori con allarmi,blq,cmn,2024,1,2024-01-20 06:50:00,guglielmo marconi,mohamed v,bologna,casablanca,ita,mar,italia,marocco,8,34.0,interpol,,,marocco,ita,8,italia,34.0
viaggiatori investigati,flr,lcy,2024,2,2024-02-01 08:45:00,firenze peretola,london city,firenze,londra,ita,gbr,italia,regno unito,8,86.0,manuale,,,regno unito,ita,8,italia,86.0
viaggiatori entrati nel sistema,fco,gru,2024,2,2024-02-13 15:45:00,fiumicino,sao paulo/guarulhos-governador andre franco montoro international,roma,san paolo,ita,,italia,//,5,219.0,manuale,,,brasile,ita,5,italia,219.0
voli con allarmi,flr,lcy,2024,2,2024-02-10 07:05:00,firenze peretola,london city,firenze,londra,ita,,italia,regno unito,8,1.0,,,,regno unito,ita,8,italia,1.0
voli disponibili in ingresso al sistema,mxp,tia,2024,1,,malpensa,rinas mother teresa,milano,tirana,ita,alb,italia,albania,2,1.0,sdi,,,albania,ita,2,italia,1.0
nulla a procedere sdi,nap,edi,2024,1,2024-01-05 13:40:00,napoli capodichino,edinburgh,napoli,edinburgh,ita,gbr,italia,regno unito,6,4.0,,,,regno unito,ita,6,italia,4.0
voli investigati (sdi/nsis - interpol - tsc),psa,lhr,2024,1,2024-01-06 08:00:00,galileo galilei,london heathrow,pisa,londra,ita,gbr,italia,regno unito,8,1.0,sdi,,,regno unito,ita,8,italia,1.0
voli disponibili in ingresso al sistema,mxp,tia,2024,2,2024-02-09 12:50:00,malpensa,rinas mother teresa,milano,tirana,ita,alb,italia,albania,2,1.0,tsc,,,albania,ita,2,italia,1.0
allarmi generati da sdi/nsis,bgy,tia,2024,1,2024-01-31 10:15:00,orio al serio,?,bergamo,tirana,tur,alb,italia,albania,2,30.0,tsc,,,albania,ita,2,italia,30.0
"voli solo visualizzati, ma non investigati",fco,add,2024,1,2024-01-30 22:00:00,fiumicino,bole international,roma,addis ababa,ita,eth,italia,etiopia,5,1.0,sdi,,,etiopia,ita,5,italia,1.0
viaggiatori entrati nel sistema,vce,stn,2024,2,2024-02-22 18:35:00,venezia marco polo,stansted,venezia,londra,ita,gbr,italia,regno unito,4,132.0,interpol,,,regno unito,ita,4,italia,132.0
allarmi rilevanti,bgy,dxb,2024,1,2024-01-20 18:00:00,orio al serio,dubai international,bergamo,dubai,ita,are,italia,emirati arabi uniti,2,1.0,,,,emirati arabi uniti,ita,2,italia,1.0
viaggiatori con allarmi,vrn,kiv,2024,1,2024-01-14 08:30:00,verona villafranca,chisinau international airport,verona,chisinau,ita,mda,italia,moldavia,4,19.0,,,,moldavia,ita,4,italia,19.0
voli disponibili in ingresso al sistema,fco,lhr,2024,1,2024-01-17 17:15:00,fiumicino,london heathrow,roma,londra,ita,gbr,italia,regno unito,5,1.0,sdi,,,regno unito,ita,5,italia,1.0
viaggiatori investigati,fco,lhr,2024,2,2024-02-23 15:40:00,fiumicino,london heathrow,roma,londra,gbr,gbr,italia,regno unito,5,134.0,sdi,,,regno unito,ita,5,italia,134.0
viaggiatori investigati,vrn,kiv,2024,1,2024-01-14 08:30:00,verona villafranca,chisinau international airport,verona,chisinau,ita,mda,italia,moldavia,4,176.0,manuale,,,moldavia,ita,4,italia,176.0
voli con allarmi,mxp,jfk,2024,1,2024-01-04 22:20:00,malpensa,john f kennedy international,milano,new york,ita,usa,italia,stati uniti,2,1.0,interpol,,,stati uniti,ita,2,italia,1.0
"voli solo visualizzati, ma non investigati",trn,lgw,2024,2,2024-02-02 17:50:00,sandro pertini,london gatwick,torino,londra,ita,gbr,italia,regno unito,1,1.0,interpol,,,regno unito,ita,1,italia,1.0
viaggiatori entrati nel sistema,fco,saw,2024,1,2024-01-30 11:00:00,fiumicino,sabiha gokcen,roma,,ita,tur,italia,,5,182.0,sdi,,,turchia,ita,5,italia,182.0
voli con allarmi,nap,ssh,2024,1,2024-01-01 18:55:00,napoli capodichino,sharm el-sheikh international,napoli,sharm el sheikh,ita,egy,italia,egitto,6,1.0,nsis,,,egitto,ita,6,italia,1.0
viaggiatori investigati,bgy,stn,2024,1,2024-01-13 05:45:00,orio al serio,stansted,bergamo,,ita,gbr,italia,regno unito,2,183.0,tsc,,,regno unito,ita,2,italia,183.0
errata segnalazione sdi,fco,jfk,2024,1,2024-01-15 19:35:00,fiumicino,john f kennedy international,roma,new york,ita,usa,italia,stati uniti,5,1.0,interpol,,,stati uniti,ita,5,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),bgy,tng,2024,1,2024-01-15 20:50:00,orio al serio,ibn batouta,bergamo,tangier,ita,ma,italia,marocco,2,1.0,sdi,,,marocco,ita,2,italia,1.0
viaggiatori investigati,fco,tun,2024,1,2024-01-21 11:25:00,fiumicino,carthage,roma,tunis,ita,tun,italia,tunisia,5,130.0,interpol,,,tunisia,ita,5,italia,130.0
voli disponibili in ingresso al sistema,fco,tia,2024,2,2024-02-10 15:45:00,fiumicino,rinas mother teresa,roma,,ita,alb,italia,albania,5,1.0,tsc,,,albania,ita,5,italia,1.0
viaggiatori con allarmi,mxp,sin,2024,1,2024-01-17 23:45:00,malpensa,changi,milano,singapore,ita,sgp,italia,singapore,2,5.0,nsis,,,singapore,ita,2,italia,5.0
voli con allarmi,fco,saw,2024,1,,fiumicino,sabiha gokcen,roma,istanbul,ita,tr,italia,turchia,5,1.0,sdi,,,turchia,ita,5,italia,1.0
viaggiatori investigati,mxp,ewr,2024,2,2024-02-13 18:05:00,malpensa,newark liberty international,milano,newark,ita,usa,italia,,2,170.0,interpol,,,stati uniti,ita,2,italia,170.0
voli investigati (sdi/nsis - interpol - tsc),fco,ruh,2024,1,2024-01-15 09:30:00,fiumicino,king khaled international,roma,riyadh,ita,sau,italia,arabia saudita,5,1.0,interpol,,,arabia saudita,ita,5,italia,1.0
voli con allarmi,mxp,tlv,2024,,2024-01-07 17:00:00,malpensa,ben gurion international,milano,tel aviv yafo,ita,isr,italia,israele,2,1.0,nsis,,,israele,ita,2,italia,1.0
"voli solo visualizzati, ma non investigati",psr,tia,2024,2,2024-02-20 11:15:00,liberi,rinas mother teresa,pescara,tirana,ita,alb,italia,albania,9,1.0,tsc,,,albania,ita,9,italia,1.0
viaggiatori entrati nel sistema,lin,lhr,2024,2,2024-02-09 15:00:00,linate,london heathrow,milano,londra,ita,gbr,italia,regno unito,2,165.0,sdi,,,regno unito,ita,2,italia,165.0
voli con allarmi,fco,pvg,2024,1,2024-01-29 12:35:00,fiumicino,pu dong,roma,shanghai,ita,chn,italia,cina,5,1.0,interpol,,,cina,ita,5,italia,1.0
viaggiatori entrati nel sistema,bgy,bhx,2024,1,2024-01-04 18:05:00,orio al serio,birmingham international,bergamo,birmingham,ita,gbr,italia,regno unito,2,146.0,sdi,,,regno unito,ita,2,italia,146.0
